crop,season,district,year,selling_price_range,selling_location,industry_name
sunflower,rabi,peddapalli,2021,2502–3898 ₹/quintal,nearest mandi,mandi connect ltd
carrot,rabi,adilabad,2022,3127–3719 ₹/quintal,local market,bharat agro mills
lentil,rabi,jangaon,2022,2807–4022 ₹/quintal,local market,telangana agri exports
cardamom,kharif,wanaparthy,2021,4273–5102 ₹/quintal,local market,green harvest corp
sunflower,rabi,khammam,2020,2670–3687 ₹/quintal,local market,deccan agri trading
sunflower,rabi,adilabad,2024,2940–3743 ₹/quintal,nearest mandi,green harvest corp
muskmelon,zaid,yadadri bhuvanagiri,2021,3139–4614 ₹/quintal,nearest mandi,mandi connect ltd
tea,kharif,peddapalli,2020,4266–5331 ₹/quintal,local market,agro industries ltd
ragi,kharif,nirmal,2021,3191–4220 ₹/quintal,nearest mandi,telangana agri exports
garlic,rabi,warangal rural,2024,3607–3851 ₹/quintal,industry buyer,krishi produce ltd
beetroot,rabi,adilabad,2020,3916–4135 ₹/quintal,industry buyer,krishi produce ltd
jowar,kharif,sangareddy,2024,3237–3898 ₹/quintal,local market,telangana agri exports
soybean,kharif,vikarabad,2022,4402–5379 ₹/quintal,nearest mandi,green harvest corp
tomato,kharif,sangareddy,2023,1430–2184 ₹/quintal,nearest mandi,rural farmers hub
cauliflower,rabi,kumuram bheem asifabad,2022,3773–4567 ₹/quintal,local market,krishi produce ltd
orange,kharif,mahabubnagar,2022,2888–3688 ₹/quintal,industry buyer,agro industries ltd
cabbage,rabi,karimnagar,2020,3282–4145 ₹/quintal,local market,mandi connect ltd
sesame,kharif,medchal–malkajgiri,2022,3155–4236 ₹/quintal,nearest mandi,telangana agri exports
rubber,kharif,sangareddy,2024,2957–3318 ₹/quintal,nearest mandi,agro industries ltd
beetroot,rabi,rangareddy,2020,3346–4325 ₹/quintal,local market,krishi produce ltd
onion,kharif,warangal urban,2024,1579–2011 ₹/quintal,local market,mandi connect ltd
cucumber,zaid,khammam,2022,3174–4138 ₹/quintal,local market,deccan agri trading
pulses,rabi,medak,2022,3942–4762 ₹/quintal,local market,rural farmers hub
spices,zaid,kumuram bheem asifabad,2020,3258–4199 ₹/quintal,nearest mandi,krishi produce ltd
cumin,rabi,medchal–malkajgiri,2023,2887–4258 ₹/quintal,industry buyer,telangana agri exports
bajra,kharif,bhadradri kothagudem,2021,3239–3461 ₹/quintal,nearest mandi,bharat agro mills
clove,kharif,jogulamba gadwal,2024,3512–4218 ₹/quintal,local market,rural farmers hub
sesame,kharif,suryapet,2022,3017–4298 ₹/quintal,local market,telangana agri exports
apple,rabi,mancherial,2022,3791–4569 ₹/quintal,local market,agro industries ltd
maize,kharif,hyderabad,2020,1893–2570 ₹/quintal,local market,green harvest corp
okra,kharif,karimnagar,2024,4433–5079 ₹/quintal,nearest mandi,mandi connect ltd
turmeric,kharif,suryapet,2024,9478–10593 ₹/quintal,local market,mandi connect ltd
jowar,kharif,warangal urban,2023,2914–4397 ₹/quintal,local market,telangana agri exports
clove,kharif,jayashankar bhupalpally,2020,2019–3107 ₹/quintal,local market,mandi connect ltd
bajra,kharif,vikarabad,2022,2813–3153 ₹/quintal,nearest mandi,rural farmers hub
tomato,zaid,bhadradri kothagudem,2024,1200–2411 ₹/quintal,industry buyer,rural farmers hub
okra,kharif,yadadri bhuvanagiri,2021,3320–4182 ₹/quintal,nearest mandi,krishi produce ltd
potato,rabi,adilabad,2020,1220–1846 ₹/quintal,nearest mandi,deccan agri trading
peach,rabi,jayashankar bhupalpally,2022,3019–3262 ₹/quintal,local market,krishi produce ltd
potato,rabi,suryapet,2022,1448–2539 ₹/quintal,local market,green harvest corp
wheat,rabi,wanaparthy,2022,2093–3004 ₹/quintal,nearest mandi,telangana agri exports
saffron,rabi,jayashankar bhupalpally,2023,3168–4430 ₹/quintal,nearest mandi,green harvest corp
banana,kharif,peddapalli,2020,4159–5175 ₹/quintal,local market,mandi connect ltd
millets,kharif,nalgonda,2021,2943–3407 ₹/quintal,local market,green harvest corp
orange,kharif,peddapalli,2024,3719–5132 ₹/quintal,nearest mandi,agro industries ltd
cinnamon,kharif,jagtial,2023,4697–6019 ₹/quintal,industry buyer,deccan agri trading
wheat,rabi,nagarkurnool,2024,1987–3480 ₹/quintal,local market,green harvest corp
saffron,rabi,bhadradri kothagudem,2024,3120–3436 ₹/quintal,local market,agro industries ltd
rice,kharif,karimnagar,2020,2472–3431 ₹/quintal,local market,krishi produce ltd
maize,kharif,yadadri bhuvanagiri,2024,2134–3389 ₹/quintal,nearest mandi,bharat agro mills
grapes,rabi,kamareddy,2023,2999–3308 ₹/quintal,local market,telangana agri exports
cucumber,zaid,rangareddy,2021,3171–3512 ₹/quintal,nearest mandi,mandi connect ltd
moong,kharif,kamareddy,2024,3594–4348 ₹/quintal,local market,agro industries ltd
cinnamon,kharif,jogulamba gadwal,2023,3198–3624 ₹/quintal,industry buyer,bharat agro mills
tomato,rabi,rangareddy,2021,1499–2922 ₹/quintal,industry buyer,green harvest corp
bajra,kharif,jangaon,2024,3334–4366 ₹/quintal,industry buyer,green harvest corp
soybean,kharif,karimnagar,2021,3917–4560 ₹/quintal,industry buyer,krishi produce ltd
moong,kharif,wanaparthy,2023,4744–5433 ₹/quintal,nearest mandi,bharat agro mills
lychee,kharif,jayashankar bhupalpally,2024,2933–3450 ₹/quintal,nearest mandi,mandi connect ltd
clove,kharif,mulugu,2021,4739–5212 ₹/quintal,local market,bharat agro mills
cucumber,zaid,adilabad,2024,2492–3516 ₹/quintal,local market,agro industries ltd
bajra,kharif,khammam,2021,2571–4028 ₹/quintal,industry buyer,deccan agri trading
coffee,kharif,jogulamba gadwal,2020,3658–4869 ₹/quintal,industry buyer,agro industries ltd
mustard,rabi,adilabad,2023,3182–4627 ₹/quintal,local market,telangana agri exports
banana,rabi,bhadradri kothagudem,2021,4112–5405 ₹/quintal,nearest mandi,telangana agri exports
sapota,kharif,mahabubabad,2020,3865–4660 ₹/quintal,local market,telangana agri exports
pumpkin,kharif,nalgonda,2020,3158–3961 ₹/quintal,industry buyer,krishi produce ltd
maize,rabi,jagtial,2022,1648–2835 ₹/quintal,local market,green harvest corp
jute,kharif,mahabubabad,2020,2439–3433 ₹/quintal,nearest mandi,agro industries ltd
hemp,kharif,kumuram bheem asifabad,2024,4067–5164 ₹/quintal,local market,deccan agri trading
tomato,kharif,mahabubabad,2024,1236–2355 ₹/quintal,industry buyer,deccan agri trading
garlic,rabi,kamareddy,2021,3470–4681 ₹/quintal,local market,deccan agri trading
onion,kharif,rajanna sircilla,2024,1807–2094 ₹/quintal,nearest mandi,mandi connect ltd
bajra,kharif,rangareddy,2020,3168–3695 ₹/quintal,local market,agro industries ltd
papaya,kharif,mancherial,2020,2961–3502 ₹/quintal,industry buyer,deccan agri trading
grapes,rabi,suryapet,2024,2483–2881 ₹/quintal,nearest mandi,bharat agro mills
cumin,rabi,sangareddy,2020,3591–3952 ₹/quintal,industry buyer,agro industries ltd
cabbage,rabi,nizamabad,2023,3033–3894 ₹/quintal,nearest mandi,rural farmers hub
ginger,kharif,vikarabad,2022,2735–3010 ₹/quintal,local market,green harvest corp
sunflower,zaid,jayashankar bhupalpally,2023,2679–3377 ₹/quintal,nearest mandi,green harvest corp
onion,rabi,nirmal,2021,1649–2279 ₹/quintal,local market,bharat agro mills
sesame,kharif,suryapet,2023,2989–3720 ₹/quintal,nearest mandi,telangana agri exports
wheat,rabi,wanaparthy,2023,2146–2971 ₹/quintal,industry buyer,mandi connect ltd
pumpkin,kharif,warangal rural,2023,2537–3896 ₹/quintal,local market,green harvest corp
peach,rabi,bhadradri kothagudem,2023,3412–3660 ₹/quintal,local market,telangana agri exports
sesame,kharif,adilabad,2021,3353–3752 ₹/quintal,industry buyer,telangana agri exports
muskmelon,zaid,nalgonda,2022,3340–3642 ₹/quintal,industry buyer,deccan agri trading
rice,rabi,wanaparthy,2023,2394–3375 ₹/quintal,local market,telangana agri exports
spices,zaid,jayashankar bhupalpally,2023,4119–4495 ₹/quintal,local market,agro industries ltd
mango,kharif,peddapalli,2023,2773–4226 ₹/quintal,local market,krishi produce ltd
okra,kharif,warangal rural,2024,3549–3994 ₹/quintal,local market,deccan agri trading
gram,rabi,peddapalli,2021,3044–3351 ₹/quintal,industry buyer,bharat agro mills
okra,kharif,karimnagar,2020,5049–5460 ₹/quintal,nearest mandi,mandi connect ltd
cardamom,kharif,mancherial,2022,2885–4110 ₹/quintal,local market,deccan agri trading
apple,rabi,bhadradri kothagudem,2024,3332–4628 ₹/quintal,industry buyer,krishi produce ltd
plum,rabi,vikarabad,2023,2494–3731 ₹/quintal,industry buyer,mandi connect ltd
tea,kharif,medchal–malkajgiri,2020,4567–4781 ₹/quintal,local market,krishi produce ltd
rice,kharif,nizamabad,2024,2428–3561 ₹/quintal,nearest mandi,mandi connect ltd
papaya,rabi,kumuram bheem asifabad,2023,2326–3231 ₹/quintal,nearest mandi,telangana agri exports
grapes,rabi,jayashankar bhupalpally,2021,3642–4476 ₹/quintal,local market,agro industries ltd
turmeric,kharif,warangal urban,2024,6038–6691 ₹/quintal,industry buyer,bharat agro mills
arhar,kharif,wanaparthy,2020,2979–3992 ₹/quintal,nearest mandi,green harvest corp
papaya,kharif,suryapet,2023,3042–3423 ₹/quintal,nearest mandi,rural farmers hub
sesame,kharif,nirmal,2022,3083–4212 ₹/quintal,local market,mandi connect ltd
tomato,kharif,nagarkurnool,2022,1566–2308 ₹/quintal,industry buyer,krishi produce ltd
urad,kharif,jogulamba gadwal,2024,4694–6188 ₹/quintal,nearest mandi,deccan agri trading
hemp,kharif,adilabad,2021,2382–3371 ₹/quintal,industry buyer,agro industries ltd
lychee,kharif,nagarkurnool,2020,4266–5071 ₹/quintal,local market,mandi connect ltd
bajra,kharif,warangal urban,2022,3466–3886 ₹/quintal,local market,deccan agri trading
jowar,kharif,warangal urban,2022,3215–3484 ₹/quintal,industry buyer,krishi produce ltd
hemp,kharif,medak,2022,2809–3660 ₹/quintal,local market,mandi connect ltd
lychee,kharif,siddipet,2020,2966–4435 ₹/quintal,industry buyer,rural farmers hub
bottle gourd,kharif,nagarkurnool,2024,3627–4660 ₹/quintal,nearest mandi,mandi connect ltd
ginger,kharif,peddapalli,2023,3159–4611 ₹/quintal,industry buyer,telangana agri exports
garlic,rabi,suryapet,2022,5088–6239 ₹/quintal,local market,mandi connect ltd
coriander,rabi,rangareddy,2020,2856–3517 ₹/quintal,nearest mandi,krishi produce ltd
muskmelon,zaid,suryapet,2021,3428–4830 ₹/quintal,nearest mandi,deccan agri trading
brinjal,rabi,wanaparthy,2020,4464–5935 ₹/quintal,industry buyer,deccan agri trading
papaya,rabi,mancherial,2022,2752–3198 ₹/quintal,industry buyer,krishi produce ltd
gram,rabi,kamareddy,2020,2057–2495 ₹/quintal,nearest mandi,mandi connect ltd
onion,rabi,sangareddy,2021,1918–2829 ₹/quintal,industry buyer,krishi produce ltd
urad,kharif,warangal urban,2024,2281–3670 ₹/quintal,nearest mandi,krishi produce ltd
spices,zaid,khammam,2023,3350–4735 ₹/quintal,nearest mandi,deccan agri trading
spices,zaid,hyderabad,2022,3212–4211 ₹/quintal,industry buyer,bharat agro mills
potato,rabi,nirmal,2020,944–1338 ₹/quintal,nearest mandi,deccan agri trading
rice,kharif,kamareddy,2022,1929–3005 ₹/quintal,industry buyer,rural farmers hub
apple,rabi,adilabad,2023,3218–3935 ₹/quintal,nearest mandi,agro industries ltd
clove,kharif,khammam,2023,3116–3912 ₹/quintal,nearest mandi,telangana agri exports
bitter gourd,kharif,nizamabad,2021,3049–4037 ₹/quintal,industry buyer,rural farmers hub
hemp,kharif,suryapet,2024,4361–5472 ₹/quintal,nearest mandi,mandi connect ltd
clove,kharif,siddipet,2020,3449–4562 ₹/quintal,industry buyer,krishi produce ltd
saffron,rabi,jangaon,2023,3436–3903 ₹/quintal,industry buyer,rural farmers hub
millets,kharif,yadadri bhuvanagiri,2021,3189–4684 ₹/quintal,local market,green harvest corp
sesame,kharif,adilabad,2021,4703–5259 ₹/quintal,local market,telangana agri exports
pomegranate,kharif,medchal–malkajgiri,2023,2740–3828 ₹/quintal,industry buyer,mandi connect ltd
papaya,kharif,mancherial,2020,3267–3953 ₹/quintal,local market,deccan agri trading
cabbage,rabi,jagtial,2022,5256–5849 ₹/quintal,industry buyer,krishi produce ltd
sugarcane,kharif,warangal urban,2021,2893–4243 ₹/quintal,industry buyer,rural farmers hub
coffee,kharif,suryapet,2024,4029–5384 ₹/quintal,local market,agro industries ltd
pumpkin,zaid,kamareddy,2020,3296–4583 ₹/quintal,nearest mandi,bharat agro mills
jute,kharif,vikarabad,2022,4239–4951 ₹/quintal,local market,green harvest corp
cinnamon,kharif,medchal–malkajgiri,2021,3707–5150 ₹/quintal,local market,krishi produce ltd
banana,rabi,karimnagar,2022,3534–3768 ₹/quintal,industry buyer,agro industries ltd
pomegranate,kharif,nirmal,2023,3487–4370 ₹/quintal,nearest mandi,mandi connect ltd
carrot,rabi,suryapet,2021,3147–3369 ₹/quintal,industry buyer,green harvest corp
peach,rabi,karimnagar,2020,4215–5305 ₹/quintal,nearest mandi,mandi connect ltd
carrot,rabi,mahabubnagar,2022,2549–3391 ₹/quintal,industry buyer,telangana agri exports
okra,kharif,vikarabad,2021,3999–4796 ₹/quintal,industry buyer,deccan agri trading
beetroot,rabi,jayashankar bhupalpally,2020,3101–4586 ₹/quintal,industry buyer,deccan agri trading
tomato,rabi,adilabad,2021,1043–1822 ₹/quintal,nearest mandi,deccan agri trading
okra,kharif,sangareddy,2023,2634–3597 ₹/quintal,local market,green harvest corp
soybean,kharif,kamareddy,2021,3780–4409 ₹/quintal,industry buyer,mandi connect ltd
watermelon,zaid,warangal urban,2022,3150–4142 ₹/quintal,local market,krishi produce ltd
potato,rabi,medchal–malkajgiri,2022,1395–1772 ₹/quintal,industry buyer,deccan agri trading
plum,rabi,mahabubabad,2021,4465–4915 ₹/quintal,nearest mandi,telangana agri exports
ginger,kharif,mulugu,2023,3071–4521 ₹/quintal,industry buyer,rural farmers hub
bajra,kharif,nalgonda,2024,5111–5745 ₹/quintal,industry buyer,green harvest corp
cauliflower,rabi,mahabubabad,2022,3068–4287 ₹/quintal,local market,telangana agri exports
gram,rabi,kumuram bheem asifabad,2020,3729–4879 ₹/quintal,industry buyer,telangana agri exports
muskmelon,zaid,mahabubnagar,2021,2757–3725 ₹/quintal,nearest mandi,krishi produce ltd
spices,zaid,bhadradri kothagudem,2021,3062–3631 ₹/quintal,local market,agro industries ltd
lychee,kharif,nizamabad,2022,3592–4492 ₹/quintal,local market,bharat agro mills
brinjal,kharif,medak,2023,2679–3178 ₹/quintal,nearest mandi,green harvest corp
muskmelon,zaid,kumuram bheem asifabad,2020,3611–4295 ₹/quintal,industry buyer,rural farmers hub
coriander,rabi,jayashankar bhupalpally,2024,3032–4125 ₹/quintal,nearest mandi,mandi connect ltd
bottle gourd,kharif,rajanna sircilla,2022,2855–3723 ₹/quintal,nearest mandi,deccan agri trading
cucumber,zaid,rangareddy,2024,2604–3023 ₹/quintal,nearest mandi,mandi connect ltd
groundnut,kharif,mahabubnagar,2024,4078–5570 ₹/quintal,industry buyer,rural farmers hub
cardamom,kharif,mahabubabad,2020,2318–2873 ₹/quintal,industry buyer,bharat agro mills
orange,kharif,mulugu,2024,3641–5017 ₹/quintal,local market,deccan agri trading
rubber,kharif,mahabubabad,2020,3233–4562 ₹/quintal,industry buyer,agro industries ltd
wheat,rabi,jangaon,2021,1919–2750 ₹/quintal,industry buyer,telangana agri exports
saffron,rabi,mahabubabad,2021,3313–4503 ₹/quintal,nearest mandi,bharat agro mills
cucumber,zaid,yadadri bhuvanagiri,2022,2563–3533 ₹/quintal,nearest mandi,krishi produce ltd
potato,rabi,jogulamba gadwal,2023,1102–1492 ₹/quintal,nearest mandi,telangana agri exports
mustard,rabi,sangareddy,2024,2239–2689 ₹/quintal,local market,krishi produce ltd
guava,kharif,nirmal,2021,3234–4345 ₹/quintal,nearest mandi,agro industries ltd
guava,kharif,wanaparthy,2020,2682–2896 ₹/quintal,local market,deccan agri trading
mango,kharif,jayashankar bhupalpally,2023,3063–3674 ₹/quintal,nearest mandi,mandi connect ltd
rice,rabi,peddapalli,2022,2080–2921 ₹/quintal,industry buyer,agro industries ltd
cardamom,kharif,yadadri bhuvanagiri,2021,3060–4378 ₹/quintal,nearest mandi,bharat agro mills
guava,rabi,khammam,2022,3596–4048 ₹/quintal,local market,green harvest corp
clove,kharif,siddipet,2024,2403–3294 ₹/quintal,nearest mandi,telangana agri exports
coriander,rabi,mulugu,2023,3402–4719 ₹/quintal,local market,green harvest corp
soybean,kharif,rangareddy,2020,3018–4314 ₹/quintal,industry buyer,agro industries ltd
urad,kharif,jangaon,2021,3334–3802 ₹/quintal,industry buyer,green harvest corp
lentil,rabi,rangareddy,2021,3534–3876 ₹/quintal,nearest mandi,krishi produce ltd
gram,rabi,jagtial,2020,2604–3141 ₹/quintal,local market,bharat agro mills
brinjal,rabi,wanaparthy,2020,3087–3546 ₹/quintal,local market,green harvest corp
guava,rabi,nalgonda,2024,2955–3851 ₹/quintal,nearest mandi,green harvest corp
rubber,kharif,adilabad,2022,3225–4654 ₹/quintal,nearest mandi,mandi connect ltd
bottle gourd,kharif,vikarabad,2024,2606–3333 ₹/quintal,industry buyer,telangana agri exports
cinnamon,kharif,siddipet,2024,3320–4239 ₹/quintal,nearest mandi,green harvest corp
coriander,rabi,nalgonda,2024,3591–4372 ₹/quintal,nearest mandi,green harvest corp
tomato,rabi,kumuram bheem asifabad,2022,1488–2659 ₹/quintal,industry buyer,krishi produce ltd
gram,rabi,yadadri bhuvanagiri,2024,3696–4921 ₹/quintal,local market,krishi produce ltd
hemp,kharif,siddipet,2020,4648–5861 ₹/quintal,local market,bharat agro mills
pulses,kharif,warangal rural,2022,3204–3904 ₹/quintal,industry buyer,agro industries ltd
garlic,rabi,wanaparthy,2021,2537–3480 ₹/quintal,local market,krishi produce ltd
sesame,kharif,jangaon,2020,4808–5823 ₹/quintal,local market,green harvest corp
ragi,kharif,bhadradri kothagudem,2023,3458–4659 ₹/quintal,industry buyer,green harvest corp
barley,rabi,vikarabad,2020,4882–6186 ₹/quintal,nearest mandi,deccan agri trading
rubber,kharif,sangareddy,2020,4366–5603 ₹/quintal,industry buyer,deccan agri trading
